primaryImage,Medium
https://images.metmuseum.org/CRDImages/ep/original/DP-16041-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-14936-023.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/DP361944.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/ep08.136.5.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT2566.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT1553.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap15.30.65.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1980.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap95.17.3.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT8825.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DT241954.jpg,Oil on oak
https://images.metmuseum.org/CRDImages/ep/original/DP-21076-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT297552.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DP366056.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/10B_060R3M.jpg,Oil on glass
https://images.metmuseum.org/CRDImages/ep/original/DP-17629-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep45.128.13.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap1973.323.5.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap19.18.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-18296-021.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP169471.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-20394-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP145407.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT228021.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap93.19.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1571.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT202029.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP280346.jpg,Oil on oak
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-015.jpg,Oil on slate paper
https://images.metmuseum.org/CRDImages/ad/original/ap24.109.86.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP145942.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-14114-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap55.73.3.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep36.162.2.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-16687-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap61.79.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/as/original/DP152317.jpg,Ink and opaque watercolor on paper
https://images.metmuseum.org/CRDImages/is/original/LC-TR_320_2019-BT-20191101.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DT3080.jpg,Oil on oak panel
https://images.metmuseum.org/CRDImages/ep/original/DP-17623-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP145412.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/DP227348.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT894.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP335085.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP146456.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/LC-1975_1_065a-001.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DT1459.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap62.256.4.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP123836.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1563.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap74.6.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP318075(a).jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP345269.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP323414.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-027.jpg,Oil on slate paper
https://images.metmuseum.org/CRDImages/ep/original/DP162180.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-13614-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT1031.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap74.25.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep71.50.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/as/original/DP156166.jpg,Ink and opaque watercolor on paper
https://images.metmuseum.org/CRDImages/ep/original/DT504.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/is/original/DP-15521-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap24.186.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP293270.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/ap37.84.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP169212.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP164837.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DT3034.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DT2791.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/DT2049.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep87.15.21.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep71.105.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP164875.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/co.ap.95.13.1_1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP169636.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP239228.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT5321.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT6944.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP145931.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT10248.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-19628-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP255071.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/rl/original/LC-1975_1_010_001.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DT1961.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP169994.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-18296-031.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-17614-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT4656.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DP-14829-001.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DP-20589-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/ep23.103.3.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/ep00.16.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/rl/original/DT3066.jpg,Tempera on wood
https://images.metmuseum.org/CRDImages/ep/original/ep52.71.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT240033.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap18.116.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP277246.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP145413.jpg,Oil on copper
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-003.jpg,Oil on slate paper
https://images.metmuseum.org/CRDImages/rl/original/DP318246.jpg,Tempera and gold on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-14274-011.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.63.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT11676.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP247889.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP164843.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP104367.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT11449.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep29.100.179.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT2032.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap74.7.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT7223.jpg,Tempera and gold on wood
https://images.metmuseum.org/CRDImages/ad/original/ap24.109.84.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/APS238.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1871.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep07.233.39.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/DT208249.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep41.100.13.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap63.201.5.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap1972.263.1.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap1980.360.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT229696.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap25.110.135.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/EP322.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/cl/original/cdi25-120-671.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/DT207462.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT2961.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap50.145.37.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP146483.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-17625-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-18296-025.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-20751-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP317728.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP169641.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP102298.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep1975.280.2.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP213853.jpg,Tempera and gold on wood
https://images.metmuseum.org/CRDImages/ad/original/DP-2881-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep33.79.15.bw.R.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/ap91.27.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP140859.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT2014.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap67.54.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP-12550-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP143190.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP155336.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-14092-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap34.153.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-19421-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/rl/original/DT3099.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP146454.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/1976.100.11.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap07.233.38.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP375435.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/as/original/DP152329.jpg,Ink and opaque watercolor on paper
https://images.metmuseum.org/CRDImages/rl/original/DT3140.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1484.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap11.116.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap1978.380.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/as/original/DP156117.jpg,"Ink, opaque watercolor, and gold on paper"
https://images.metmuseum.org/CRDImages/ad/original/DT9510.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT49.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT403.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap95.22.6 b.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP104986.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DP147793.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT2936.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-19652-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap93.18.2.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-009.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-17487-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP226145.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1866.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP273105.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep22.47.3.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT1927.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP102428.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP145903.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT259753.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-12392-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP169219.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP264503.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/as/original/DP152309.jpg,"Ink, opaque watercolor, and gold on paper"
https://images.metmuseum.org/CRDImages/ep/original/DP229743.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT407.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT58.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap50.155.2.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-029.jpg,Oil on slate paper
https://images.metmuseum.org/CRDImages/ep/original/DP-16592-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap92.10.41.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap97.5.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP105036.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP169404.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-20100-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DT3120.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT9035.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap59.68.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-1410-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/rl/original/DP121332.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP143165.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP158156.jpg,Tempera and gold on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-12955-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-12431-001.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/ap26.185.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP169564.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT240957.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP148490.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/156980.jpg,Oil on glass
https://images.metmuseum.org/CRDImages/ep/original/DT241494.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-17680-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep33.79.18.bw.R.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DP162157.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-17462-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT218025.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT5181.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/116220.jpg,Oil on glass
https://images.metmuseum.org/CRDImages/ep/original/ep67.187.198.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT1476.jpg,"Oil on canvas, transferred from wood"
https://images.metmuseum.org/CRDImages/ad/original/ap74.49.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap65.254.2.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP146481.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT217947.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT11749.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP133560.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/as/original/DP156144.jpg,"Ink, opaque watercolor, and gold on paper"
https://images.metmuseum.org/CRDImages/ep/original/DP-416-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT11762.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP143175.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-417-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-15425-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1027.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT5476.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP286357.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP123844.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT47.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1408.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-19715-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP218061.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap41.152.2.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP145411.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep49.7.39.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/cl/original/DP212505.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DP120669.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/DP159755.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP701344.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep71.12.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP340924.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT9848.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap09.26.6.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/EP1436.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap57.19.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT6486.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP331532.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-15505-001.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/ap61.70.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-15576-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep32.100.42.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/rl/original/DT3006.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DT1503.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap55.118.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT10837.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT213791.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP112060.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP143154.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap30.130.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap50.220.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap1971.245.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep7.267.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT1502_cropped2.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1876.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/SF Lorenzetti.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ad/original/DT63.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap61.90.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/dp130799.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep32.75.4.bw.R.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT2037.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap87.15.78.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP239227.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP-1427-047.jpg,Oil on slate paper
https://images.metmuseum.org/CRDImages/ad/original/DP139630.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap54.51.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap05.34.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP162150.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ma/original/sf43.47.2.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT275484.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT200612.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/EP1548.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT7353.jpg,Tempera and gold on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-14870-001.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP146466.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DT1482.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP275490.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap93.18.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap66.242.17.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/EP966.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT2579.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT243863.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP143179.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/rl/original/DT3015.jpg,"Tempera on wood, gold ground"
https://images.metmuseum.org/CRDImages/ep/original/DP-14201-031.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/ep21.134.2.bw.R.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP167133.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/figure 107R1_24Z.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DT217161.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP143160.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap53.45.7.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-17161-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap02.7.2.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap50.155.1.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP354159.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/ap12.64.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1450.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT4635.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP320128.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP247630.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP146510.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap75.8.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/as/original/DP152318.jpg,Ink and opaque watercolor on paper
https://images.metmuseum.org/CRDImages/ad/original/DT217382.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP324044.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP354143.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/ap64.198.6.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/GRR White Ptg. 77.5 Ret.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-19456-001.jpg,Oil on copper
https://images.metmuseum.org/CRDImages/ep/original/DP164822.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ep/original/DP-14274-009.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-20208-001.jpg,Oil on copper
https://images.metmuseum.org/CRDImages/ep/original/DP146482.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DP-13655-001.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT2550.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ad/original/DP115732.jpg,Oil on wood
https://images.metmuseum.org/CRDImages/ad/original/DT7757.jpg,Oil on canvas
https://images.metmuseum.org/CRDImages/ep/original/DT1963.jpg,Oil on canvas
