primaryImage,Medium
https://images.metmuseum.org/CRDImages/as/original/DP149426.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149427.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149428.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149430.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149431.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149432.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149433.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149434.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149435.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149436.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149437.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141284.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144609.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP147677.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/LC-JP3683ab_001.jpg,Diptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143315.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143318.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143319.jpg,One sheet of a triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143320.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143321.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144579.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143322.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144610.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146824.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124222.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124224.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124241.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124455.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124242.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124225.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124243.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124226.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124227.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124228.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144627.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143147.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144628.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144629.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144630.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143150.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144631.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143142.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144632.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143143.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144633.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130072.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124209.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124152.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143075.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143079.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143080.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143083.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP143084.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144020.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144021.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123232.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123233.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123235.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123236.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120485.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120486.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120487.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134597.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134598.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146867.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134599.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134600.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134601.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135518.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135519.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149197.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130302.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130320.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130303.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134602.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124462.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124210.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124185.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124170.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124154.jpg,Diptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124171.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124172.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130242.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144666.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145618.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145619.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145620.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145621.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145622.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145623.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130190.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP130192.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145687.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136984.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136985.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136986.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136987.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136988.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145698.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145699.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130307.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130308.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130309.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP132749.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130278.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP147658.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145638.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145639.jpg,Diptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP114865.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP114867.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP114868.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136904.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142121.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP142122.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP142123.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP142124.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145688.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145689.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142138.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142139.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP141348.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141349.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141350.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141351.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146812.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146813.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146814.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146815.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123685.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123686.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123621.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130257.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130258.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123622.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136930.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP137035.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141365.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124257.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145690.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135542.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135543.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP124260.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP130279.jpg,One sheet of a triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135528.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135529.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135530.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135531.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135532.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135533.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP141270.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP141272.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP148848.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP148849.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141274.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149203.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141080.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141081.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP122123.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP122124.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP122238.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141054.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP122239.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP122215.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120448.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120498.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121556.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120430.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120431.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121344.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121342.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121343.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123568.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123569.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134603.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP114899.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124579.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP124580.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP136951.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP136952.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP124563.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146817.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130267.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120499.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123290.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123291.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120471.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120472.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123257.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123248.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123258.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124547.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135520.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP132886.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142140.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124581.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP130170.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP130171.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP124564.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP124512.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123259.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146843.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP140957.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123693.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130245.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP130246.jpg,Monochrome woodblock print; ink on paper
https://images.metmuseum.org/CRDImages/as/original/DP135522.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135523.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135524.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123659.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123677.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123678.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123725.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123726.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123727.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124268.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124460.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146883.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144667.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120459.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP120456.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124456.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145681.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146845.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP146846.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP134604.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP140975.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP119508.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124248.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121552.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135511.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121472.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124565.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121557.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121558.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141029.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121504.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121506.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121507.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121508.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121509.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124566.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136991.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141306.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141307.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141308.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141309.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141310.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141311.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141312.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141313.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141314.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141315.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141316.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141317.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142170.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142171.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142172.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP140973.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123689.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP123656.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144564.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144565.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124157.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124173.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124158.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130039.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124212.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124187.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124188.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124213.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP130082.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124190.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124175.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124280.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124282.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124191.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124176.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124177.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124284.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP145626.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP142204.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124285.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124262.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124229.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124231.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124232.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124233.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP124470.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144552.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP119502.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP119503.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141303.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP121539.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP148850.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135637.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP135621.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141289.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP141370.jpg,Woodblock print; ink and color on paper
