primaryImage,Medium
https://images.metmuseum.org/CRDImages/dp/original/DP817926.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP879340.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP887536.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP883790.jpg,Etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP828072.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB871064.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP885683.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP889776.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP876626.jpg,Lithograph; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP818377.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP815103.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB874908.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP834548.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP880380.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP842882.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP854378.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP881828.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/as/original/DP123683.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP816453.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP865962.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP888196.jpg,Etching; second state of three (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP855062.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP866038.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DPB871097.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP883383.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874430.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP824681.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP880832.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP836242.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP143147.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP888836.jpg,Drypoint
https://images.metmuseum.org/CRDImages/dp/original/DP849298.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP887522.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP852905.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP818362.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP835009.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP865712.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP883923.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP818324.jpg,Engraving; first state of three
https://images.metmuseum.org/CRDImages/dp/original/DP842652.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP843174.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP854833.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/MM69078.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP822678.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP215192.jpg,Hand-colored lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP-21517-001.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP854379.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP841398.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP860207.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP822775.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP877603.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP872068.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/as/original/DP130304.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP149026.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB871033.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP817480.jpg,"Etching, burnished aquatint"
https://images.metmuseum.org/CRDImages/dp/original/DP885003.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP891367.jpg,Etching; second state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP868518.jpg,Photo-relief and letterpress on tan paper
https://images.metmuseum.org/CRDImages/dp/original/DP823190.jpg,Etching; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DPB874703.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB871006.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP822457.jpg,Engraving; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DPB873311.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP816555.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP815768.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP877882.jpg,Lithograph on newsprint; third state of three (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP889644.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP854051.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP889814.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP138439.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP865745.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP883386.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP803217.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP839255.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873305.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP887864.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP831952.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP891337.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP818594.jpg,Lithograph; only state
https://images.metmuseum.org/CRDImages/dp/original/DP821908.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP890356.jpg,Stipple engraving
https://images.metmuseum.org/CRDImages/dp/original/DP882960.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP842123.jpg,Woodcut
https://images.metmuseum.org/CRDImages/as/original/DP144564.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/271218.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP828028.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP886870.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB883321.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB882943.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP886298.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP887261.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP866767_1.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP834704.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP881738.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP888665.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP838935.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP816736.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP819959.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP119510.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB872547.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP880376.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP875224.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP870260.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP123608.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP832781.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP833077.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP870282.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP884854.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP884273.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP830158.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP869401.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874308.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP836439.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP828163.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP877466.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP853579.jpg,Hand-colored lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP822631.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP883947.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP832708.jpg,Engraving; first state of three (Petitjean & Wickert)
https://images.metmuseum.org/CRDImages/dp/original/DP870181.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB883346.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP-1347-001.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP880895.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP817174.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP816433.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP854897.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818106.jpg,"Etching, state i"
https://images.metmuseum.org/CRDImages/dp/original/DP834726.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP876067.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP143404.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/CP11.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB883207.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP875791.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP817856.jpg,Etching; third state of three
https://images.metmuseum.org/CRDImages/dp/original/DP820892.jpg,"Etching, first state"
https://images.metmuseum.org/CRDImages/dp/original/DP823774.jpg,"Etching, only state"
https://images.metmuseum.org/CRDImages/dp/original/DP825111.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP143095.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP136968.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP816934.jpg,Woodcut
https://images.metmuseum.org/CRDImages/as/original/DP136867.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP855387.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP837694.jpg,Engraving; third state of four
https://images.metmuseum.org/CRDImages/dp/original/DP876476.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP823485.jpg,Commercial lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP890555.jpg,Etching; first state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP820989.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP869385.jpg,Etching on zinc
https://images.metmuseum.org/CRDImages/as/original/DP143444.jpg,Woodblock print (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP144633.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP870266.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP827703.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP869147.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP878293.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP833486.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP817678.jpg,Etching; first state of five
https://images.metmuseum.org/CRDImages/dp/original/DP880555.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP876469.jpg,Engraving and etching
https://images.metmuseum.org/CRDImages/as/original/DP-17327-017.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP879735.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP879607.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP828487.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB883302.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP877721.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DPB883119.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP877453.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP829255.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP869158.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP839146.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP823036.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818825.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP878357.jpg,Etching; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP890805.jpg,Etching; second state of two (Lieure)
https://images.metmuseum.org/CRDImages/as/original/DP143321.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP269721.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP877654.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP834603.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP865435.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP-14244-001.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP884681.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB874542.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB872296.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP139048.jpg,Part of an album of woodblock prints (surimono); ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP854987.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP828636.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP818455.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP826089.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP848994.jpg,Color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP889851.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874143.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP821025.jpg,Engraving; second state of two
https://images.metmuseum.org/CRDImages/dp/original/DP866350.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP835952.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP841886.jpg,Woodcut and letterpress
https://images.metmuseum.org/CRDImages/dp/original/DP835142.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB873660.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP123675.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP832982.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP828081.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP834815.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP890585.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP832881.jpg,Etching; only state
https://images.metmuseum.org/CRDImages/dp/original/DP819238.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP269710.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP826515.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP816478.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP819166.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP142181.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP855099.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP884496.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP885303.jpg,Etching and aquatint
https://images.metmuseum.org/CRDImages/as/original/DP147714.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP867977.jpg,Metal-plate engraving
https://images.metmuseum.org/CRDImages/dp/original/DP827431.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP865931.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP830240.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP149207.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP853640.jpg,Hand-colored lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP888307.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP882970.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP812421.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP837616.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP826539.jpg,Woodcut
https://images.metmuseum.org/CRDImages/as/original/DP147690.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP870287.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP838547.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818613.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB872523.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP841789.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP824490.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/268547.jpg,Mezzotint
https://images.metmuseum.org/CRDImages/dp/original/DP872721.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP816617.jpg,Woodcut
https://images.metmuseum.org/CRDImages/as/original/DP-17326-007.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP146385.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP123190.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP883170.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP883197.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP849942.jpg,Woodcut (hand-colored)
https://images.metmuseum.org/CRDImages/dp/original/DP818698.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP122142.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP148145.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP876675.jpg,Lithograph on newsprint; second state of two (Delteil)
https://images.metmuseum.org/CRDImages/dp/original/DP826702.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874077.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP890934.jpg,Etching; second state of two (Lieure)
https://images.metmuseum.org/CRDImages/as/original/DP144652.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP147668.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP838981.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818529.jpg,Etching and engraving; first state of two (Lieure)
https://images.metmuseum.org/CRDImages/as/original/DP123197.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP886989.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP823710.jpg,Etching; only state
https://images.metmuseum.org/CRDImages/dp/original/DP873732.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP872114.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP835002.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP824005.jpg,Engraving and etching
https://images.metmuseum.org/CRDImages/dp/original/DP879945.jpg,Mezzotint
https://images.metmuseum.org/CRDImages/dp/original/DP884213.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP836631.jpg,Engraving; first state of two
https://images.metmuseum.org/CRDImages/dp/original/DP838047.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP834772.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP815598.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP832997.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP883553.jpg,Engraving; fourth state of four
https://images.metmuseum.org/CRDImages/dp/original/DP838327.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP837836.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP888889.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP883189.jpg,Wood engraving
https://images.metmuseum.org/CRDImages/dp/original/DP817106.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP821056.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP879343.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP122210.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP817823.jpg,Etching; third state of three
https://images.metmuseum.org/CRDImages/dp/original/DP865614.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP114145.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP838579.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP868291.jpg,Lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP822195.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP853503.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/DP124282.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP816017.jpg,Woodcut
https://images.metmuseum.org/CRDImages/dp/original/DP839064.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP148017.jpg,Triptych of woodblock prints; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP872705.jpg,Hand-colored etching and aquatint
https://images.metmuseum.org/CRDImages/dp/original/DP889931.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/as/original/DP123621.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB873395.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB883292.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP880639.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB870944.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP818085.jpg,Etching; second state
https://images.metmuseum.org/CRDImages/dp/original/DP823314.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP300527.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB871040.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP821521.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874536.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP862831.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DP862870.jpg,"Etching, first state of two, issue 1 (Bartsch)"
https://images.metmuseum.org/CRDImages/dp/original/DPB873936.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB874771.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP872080.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP-17327-057.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/as/original/DP-17327-069.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP826092.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/DP143116.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP823244.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP-21537-001.jpg,Hand-colored lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP890680.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DPB874383.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP891070.jpg,Etching; second state of two (Lieure)
https://images.metmuseum.org/CRDImages/dp/original/DP855057.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP878431.jpg,Etching; third state of three
https://images.metmuseum.org/CRDImages/dp/original/DP839004.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP-21013-001.jpg,Etching
https://images.metmuseum.org/CRDImages/as/original/LC-CP119_001.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP865446.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP144637.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB873802.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/MM8278.jpg,Etching
https://images.metmuseum.org/CRDImages/dp/original/DP829683.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP866649.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP873746.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP878896.jpg,Color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP855235.jpg,Etching and engraving
https://images.metmuseum.org/CRDImages/dp/original/DP883805.jpg,Hand-colored etching
https://images.metmuseum.org/CRDImages/dp/original/DP865679.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP841176.jpg,Engraving
https://images.metmuseum.org/CRDImages/as/original/CP40.jpg,Polychrome woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DPB882834.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/as/original/DP130267.jpg,Woodblock print; ink and color on paper
https://images.metmuseum.org/CRDImages/dp/original/DP890331.jpg,Engraving
https://images.metmuseum.org/CRDImages/dp/original/DPB874306.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DPB882992.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP865388.jpg,Commercial color lithograph
https://images.metmuseum.org/CRDImages/dp/original/DP866254.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP866387.jpg,Albumen photograph
https://images.metmuseum.org/CRDImages/dp/original/DP872738.jpg,Etching
